,,Based on CINELORA AI Test Plan (Scope & Device coverage),,,,,,
,,,,,,,,
Requirement ID,Check ID,Check item description,Priority,Browser,Platform,Status,Defect ID,Comments
RQ-AUTH-01,CH-AUTH-01,"Register new user with valid email and password, user is redirected to dashboard",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-01,CH-AUTH-01,"Register new user with valid email and password, user is redirected to dashboard",High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-01,CH-AUTH-01,"Register new user with valid email and password, user is redirected to dashboard",High,Chrome,Mobile web Android,PASSED,,
RQ-AUTH-01,CH-AUTH-01,"Register new user with valid email and password, user is redirected to dashboard",High,Safari,Mobile web iOS,PASSED,,
RQ-AUTH-01,CH-AUTH-02,"Register with already registered email, system shows ""email already in use"" and does not create account",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-01,CH-AUTH-02,"Register with already registered email, system shows ""email already in use"" and does not create account",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-AUTH-01,CH-AUTH-02,"Register with already registered email, system shows ""email already in use"" and does not create account",High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-02,CH-AUTH-03,"After registration, verification email is sent; following the link activates the account",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-02,CH-AUTH-03,"After registration, verification email is sent; following the link activates the account",High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-02,CH-AUTH-03,"After registration, verification email is sent; following the link activates the account",High,Chrome,Mobile web Android,SKIPPED,,Email delivery tests on Android postponed to next cycle
RQ-AUTH-03,CH-AUTH-04,"Login with valid credentials, user lands on dashboard",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-03,CH-AUTH-04,"Login with valid credentials, user lands on dashboard",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-AUTH-03,CH-AUTH-04,"Login with valid credentials, user lands on dashboard",High,Edge,Desktop Windows 10/11,PASSED,,
RQ-AUTH-03,CH-AUTH-04,"Login with valid credentials, user lands on dashboard",High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-03,CH-AUTH-04,"Login with valid credentials, user lands on dashboard",High,Chrome,Mobile web Android,PASSED,,
RQ-AUTH-03,CH-AUTH-04,"Login with valid credentials, user lands on dashboard",High,Safari,Mobile web iOS,PASSED,,
RQ-AUTH-03,CH-AUTH-05,"Login with invalid password, error message is shown and access is not granted",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-03,CH-AUTH-05,"Login with invalid password, error message is shown and access is not granted",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-AUTH-03,CH-AUTH-05,"Login with invalid password, error message is shown and access is not granted",High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-03,CH-AUTH-05,"Login with invalid password, error message is shown and access is not granted",High,Chrome,Mobile web Android,FAILED,BUG-LOGIN-001,User is logged in after several attempts with wrong password
RQ-AUTH-04,CH-AUTH-06,Forgot password with existing email: reset email is received and new password can be set,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-04,CH-AUTH-06,Forgot password with existing email: reset email is received and new password can be set,High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-04,CH-AUTH-06,Forgot password with existing email: reset email is received and new password can be set,High,Chrome,Mobile web Android,PASSED,,
RQ-AUTH-04,CH-AUTH-06,Forgot password with existing email: reset email is received and new password can be set,High,Safari,Mobile web iOS,PASSED,,
RQ-AUTH-04,CH-AUTH-07,"Forgot password with non-existing email: friendly message returned, no information leak whether account exists",Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-04,CH-AUTH-07,"Forgot password with non-existing email: friendly message returned, no information leak whether account exists",Medium,Safari,Desktop macOS,PASSED,,
RQ-AUTH-04,CH-AUTH-07,"Forgot password with non-existing email: friendly message returned, no information leak whether account exists",Medium,Chrome,Mobile web Android,SKIPPED,,Test not executed in this cycle
RQ-AUTH-05,CH-AUTH-08,"Logout: after logout, protected pages are not accessible without logging in again",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-AUTH-05,CH-AUTH-08,"Logout: after logout, protected pages are not accessible without logging in again",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-AUTH-05,CH-AUTH-08,"Logout: after logout, protected pages are not accessible without logging in again",High,Safari,Desktop macOS,PASSED,,
RQ-AUTH-05,CH-AUTH-08,"Logout: after logout, protected pages are not accessible without logging in again",High,Chrome,Mobile web Android,PASSED,,
RQ-AUTH-05,CH-AUTH-08,"Logout: after logout, protected pages are not accessible without logging in again",High,Safari,Mobile web iOS,PASSED,,
RQ-AUTH-06,CH-AUTH-09,"Rate limiting for login: after several failed attempts, user sees limitation/CAPTCHA or delay",Medium,Chrome,Desktop Windows 10/11,BLOCKED,,Rate limit threshold not configurable on test environment
RQ-AUTH-06,CH-AUTH-09,"Rate limiting for login: after several failed attempts, user sees limitation/CAPTCHA or delay",Medium,Safari,Desktop macOS,BLOCKED,,Same environment limitation
RQ-AUTH-06,CH-AUTH-10,Rate limiting for Forgot password: repeated requests from same email/IP are limited with proper message,Medium,Chrome,Desktop Windows 10/11,SKIPPED,,Planned for next regression run
RQ-PROFILE-01,CH-PROF-01,"View user profile: name/username, email, avatar, registration date are displayed correctly",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-01,CH-PROF-01,"View user profile: name/username, email, avatar, registration date are displayed correctly",High,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-01,CH-PROF-01,"View user profile: name/username, email, avatar, registration date are displayed correctly",High,Chrome,Mobile web Android,PASSED,,
RQ-PROFILE-01,CH-PROF-01,"View user profile: name/username, email, avatar, registration date are displayed correctly",High,Safari,Mobile web iOS,PASSED,,
RQ-PROFILE-02,CH-PROF-02,"Edit profile: change username and avatar, changes are saved and shown on dashboard and in gallery",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-02,CH-PROF-02,"Edit profile: change username and avatar, changes are saved and shown on dashboard and in gallery",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-02,CH-PROF-02,"Edit profile: change username and avatar, changes are saved and shown on dashboard and in gallery",High,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-02,CH-PROF-03,"Edit profile validation: username cannot be empty or exceed max length, error message is shown",Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-02,CH-PROF-03,"Edit profile validation: username cannot be empty or exceed max length, error message is shown",Medium,Chrome,Mobile web Android,PASSED,,
RQ-PROFILE-03,CH-PROF-04,Change interface language: language switch in profile settings changes UI texts after reload/login,Medium,Chrome,Desktop Windows 10/11,SKIPPED,,Localization tests planned for later phase
RQ-PROFILE-03,CH-PROF-05,Switch theme to Dark mode: dark theme is applied across main pages and persists after reload/login,Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-03,CH-PROF-05,Switch theme to Dark mode: dark theme is applied across main pages and persists after reload/login,Medium,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-03,CH-PROF-05,Switch theme to Dark mode: dark theme is applied across main pages and persists after reload/login,Medium,Chrome,Mobile web Android,PASSED,,
RQ-PROFILE-03,CH-PROF-05,Switch theme to Dark mode: dark theme is applied across main pages and persists after reload/login,Medium,Safari,Mobile web iOS,PASSED,,
RQ-PROFILE-04,CH-PROF-06,"Set default generation parameters (type, size, style) in profile, new prompts use these defaults",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-04,CH-PROF-06,"Set default generation parameters (type, size, style) in profile, new prompts use these defaults",High,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-04,CH-PROF-06,"Set default generation parameters (type, size, style) in profile, new prompts use these defaults",High,Chrome,Mobile web Android,PASSED,,
RQ-PROFILE-04,CH-PROF-06,"Set default generation parameters (type, size, style) in profile, new prompts use these defaults",High,Safari,Mobile web iOS,PASSED,,
RQ-PROFILE-05,CH-PROF-07,"Change password with correct current password and valid new password, user can log in with new password",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-05,CH-PROF-07,"Change password with correct current password and valid new password, user can log in with new password",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-05,CH-PROF-07,"Change password with correct current password and valid new password, user can log in with new password",High,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-05,CH-PROF-07,"Change password with correct current password and valid new password, user can log in with new password",High,Chrome,Mobile web Android,PASSED,,
RQ-PROFILE-05,CH-PROF-08,"Change password with incorrect current password: password is not changed, clear error message is shown",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-05,CH-PROF-08,"Change password with incorrect current password: password is not changed, clear error message is shown",High,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-05,CH-PROF-08,"Change password with incorrect current password: password is not changed, clear error message is shown",High,Safari,Mobile web iOS,PASSED,,
RQ-PROFILE-06,CH-PROF-09,"Account deletion: user confirms deletion, account is removed and user cannot log in anymore with old credentials",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-06,CH-PROF-09,"Account deletion: user confirms deletion, account is removed and user cannot log in anymore with old credentials",High,Safari,Desktop macOS,PASSED,,
RQ-PROFILE-06,CH-PROF-09,"Account deletion: user confirms deletion, account is removed and user cannot log in anymore with old credentials",High,Chrome,Mobile web Android,FAILED,BUG-ACC-001,User can still log in via saved session after deletion
RQ-PROFILE-06,CH-PROF-10,Account deletion confirmation: clear warning about data loss and irreversibility is shown before final action,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROFILE-06,CH-PROF-10,Account deletion confirmation: clear warning about data loss and irreversibility is shown before final action,High,Safari,Desktop macOS,PASSED,,
RQ-BILL-01,CH-BILL-01,Display available pricing plans (Free / Pro / others) with limits and main features,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-01,CH-BILL-01,Display available pricing plans (Free / Pro / others) with limits and main features,High,Safari,Desktop macOS,PASSED,,
RQ-BILL-01,CH-BILL-01,Display available pricing plans (Free / Pro / others) with limits and main features,High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-01,CH-BILL-01,Display available pricing plans (Free / Pro / others) with limits and main features,High,Safari,Mobile web iOS,PASSED,,
RQ-BILL-02,CH-BILL-02,Show current credits / subscription status for logged-in user in billing widget or profile,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-02,CH-BILL-02,Show current credits / subscription status for logged-in user in billing widget or profile,High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-BILL-02,CH-BILL-02,Show current credits / subscription status for logged-in user in billing widget or profile,High,Safari,Desktop macOS,PASSED,,
RQ-BILL-02,CH-BILL-02,Show current credits / subscription status for logged-in user in billing widget or profile,High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-03,CH-BILL-03,"Successful purchase of credit pack via payment gateway sandbox, credits are added to balance",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-03,CH-BILL-03,"Successful purchase of credit pack via payment gateway sandbox, credits are added to balance",High,Safari,Desktop macOS,PASSED,,
RQ-BILL-03,CH-BILL-03,"Successful purchase of credit pack via payment gateway sandbox, credits are added to balance",High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-03,CH-BILL-03,"Successful purchase of credit pack via payment gateway sandbox, credits are added to balance",High,Safari,Mobile web iOS,PASSED,,
RQ-BILL-03,CH-BILL-04,"Failed payment (e.g. declined card in sandbox) shows clear error, no credits are added",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-03,CH-BILL-04,"Failed payment (e.g. declined card in sandbox) shows clear error, no credits are added",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-BILL-03,CH-BILL-04,"Failed payment (e.g. declined card in sandbox) shows clear error, no credits are added",High,Safari,Desktop macOS,PASSED,,
RQ-BILL-04,CH-BILL-05,Credit deduction for single image generation: correct number of credits is subtracted after success,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-04,CH-BILL-05,Credit deduction for single image generation: correct number of credits is subtracted after success,High,Safari,Desktop macOS,PASSED,,
RQ-BILL-04,CH-BILL-05,Credit deduction for single image generation: correct number of credits is subtracted after success,High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-04,CH-BILL-05,Credit deduction for single image generation: correct number of credits is subtracted after success,High,Safari,Mobile web iOS,PASSED,,
RQ-BILL-04,CH-BILL-06,Credit deduction for single video generation: correct number of credits is subtracted after success,High,Chrome,Desktop Windows 10/11,SKIPPED,,Video generation in scope of next test cycle
RQ-BILL-04,CH-BILL-06,Credit deduction for single video generation: correct number of credits is subtracted after success,High,Safari,Desktop macOS,SKIPPED,,Video generation in scope of next test cycle
RQ-BILL-05,CH-BILL-07,"Transaction history: list of purchases shows date, amount, status and payment method",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-05,CH-BILL-07,"Transaction history: list of purchases shows date, amount, status and payment method",High,Safari,Desktop macOS,PASSED,,
RQ-BILL-05,CH-BILL-07,"Transaction history: list of purchases shows date, amount, status and payment method",High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-05,CH-BILL-07,"Transaction history: list of purchases shows date, amount, status and payment method",High,Safari,Mobile web iOS,PASSED,,
RQ-BILL-06,CH-BILL-08,Subscription management: activate Pro plan and verify status and limits are updated accordingly,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-06,CH-BILL-08,Subscription management: activate Pro plan and verify status and limits are updated accordingly,High,Safari,Desktop macOS,PASSED,,
RQ-BILL-06,CH-BILL-09,"Subscription cancellation: cancel Pro plan, next renewal date is removed, user is informed",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-06,CH-BILL-09,"Subscription cancellation: cancel Pro plan, next renewal date is removed, user is informed",High,Safari,Desktop macOS,PASSED,,
RQ-BILL-07,CH-BILL-10,"Generation attempt with zero credits: user cannot start generation, informative message is shown",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-07,CH-BILL-10,"Generation attempt with zero credits: user cannot start generation, informative message is shown",High,Safari,Desktop macOS,PASSED,,
RQ-BILL-07,CH-BILL-10,"Generation attempt with zero credits: user cannot start generation, informative message is shown",High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-07,CH-BILL-10,"Generation attempt with zero credits: user cannot start generation, informative message is shown",High,Safari,Mobile web iOS,PASSED,,
RQ-BILL-08,CH-BILL-11,"Purchase attempt with invalid payment data (test card): payment is declined, user sees clear error",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-08,CH-BILL-11,"Purchase attempt with invalid payment data (test card): payment is declined, user sees clear error",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-BILL-08,CH-BILL-11,"Purchase attempt with invalid payment data (test card): payment is declined, user sees clear error",High,Safari,Desktop macOS,PASSED,,
RQ-BILL-09,CH-BILL-12,Billing information is not accessible for logged-out users; redirect to login/registration,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-BILL-09,CH-BILL-12,Billing information is not accessible for logged-out users; redirect to login/registration,High,Safari,Desktop macOS,PASSED,,
RQ-BILL-09,CH-BILL-12,Billing information is not accessible for logged-out users; redirect to login/registration,High,Chrome,Mobile web Android,PASSED,,
RQ-BILL-09,CH-BILL-12,Billing information is not accessible for logged-out users; redirect to login/registration,High,Safari,Mobile web iOS,PASSED,,
RQ-BILL-10,CH-BILL-13,"Error handling for temporary payment gateway issues: user sees retry/fallback message, no duplicate charges",Medium,Chrome,Desktop Windows 10/11,BLOCKED,,Billing sandbox does not allow simulating gateway timeout
RQ-BILL-10,CH-BILL-13,"Error handling for temporary payment gateway issues: user sees retry/fallback message, no duplicate charges",Medium,Safari,Desktop macOS,BLOCKED,,Same limitation of payment sandbox
RQ-PROMPT-01,CH-PROMPT-01,"Open prompt creation page from main navigation or CTA button, page loads without errors",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-01,CH-PROMPT-01,"Open prompt creation page from main navigation or CTA button, page loads without errors",High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-01,CH-PROMPT-01,"Open prompt creation page from main navigation or CTA button, page loads without errors",High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-01,CH-PROMPT-01,"Open prompt creation page from main navigation or CTA button, page loads without errors",High,Safari,Mobile web iOS,PASSED,,
RQ-PROMPT-02,CH-PROMPT-02,"Main text prompt is required: empty prompt cannot be submitted, validation message is shown",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-02,CH-PROMPT-02,"Main text prompt is required: empty prompt cannot be submitted, validation message is shown",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-02,CH-PROMPT-02,"Main text prompt is required: empty prompt cannot be submitted, validation message is shown",High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-02,CH-PROMPT-02,"Main text prompt is required: empty prompt cannot be submitted, validation message is shown",High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-02,CH-PROMPT-02,"Main text prompt is required: empty prompt cannot be submitted, validation message is shown",High,Safari,Mobile web iOS,PASSED,,
RQ-PROMPT-02,CH-PROMPT-03,Prompt length validation: too short prompt (e.g. 1–2 characters) is rejected with clear error,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-02,CH-PROMPT-03,Prompt length validation: too short prompt (e.g. 1–2 characters) is rejected with clear error,High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-02,CH-PROMPT-03,Prompt length validation: too short prompt (e.g. 1–2 characters) is rejected with clear error,High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-02,CH-PROMPT-03,Prompt length validation: too short prompt (e.g. 1–2 characters) is rejected with clear error,High,Safari,Mobile web iOS,FAILED,BUG-PROMPT-002,"Error toast not shown, loading spinner stays active"
RQ-PROMPT-02,CH-PROMPT-04,Prompt length validation: too long prompt above maximum length is blocked or truncated with message,Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-02,CH-PROMPT-04,Prompt length validation: too long prompt above maximum length is blocked or truncated with message,Medium,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-02,CH-PROMPT-04,Prompt length validation: too long prompt above maximum length is blocked or truncated with message,Medium,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-02,CH-PROMPT-05,Invalid characters: prompt containing unsupported characters / script tags is rejected with safe error,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-02,CH-PROMPT-05,Invalid characters: prompt containing unsupported characters / script tags is rejected with safe error,High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-02,CH-PROMPT-05,Invalid characters: prompt containing unsupported characters / script tags is rejected with safe error,High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-04,CH-PROMPT-06,User can switch generation type between Image and Video using the UI control,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-04,CH-PROMPT-06,User can switch generation type between Image and Video using the UI control,High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-04,CH-PROMPT-06,User can switch generation type between Image and Video using the UI control,High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-04,CH-PROMPT-06,User can switch generation type between Image and Video using the UI control,High,Safari,Mobile web iOS,PASSED,,
RQ-PROMPT-05,CH-PROMPT-07,"User can select style (realistic, anime, 3D, cinematic, etc.), selected style is clearly highlighted",Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-05,CH-PROMPT-07,"User can select style (realistic, anime, 3D, cinematic, etc.), selected style is clearly highlighted",Medium,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-05,CH-PROMPT-07,"User can select style (realistic, anime, 3D, cinematic, etc.), selected style is clearly highlighted",Medium,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-06,CH-PROMPT-08,User can select size/aspect ratio from predefined options; selected option is applied to the request,High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-06,CH-PROMPT-08,User can select size/aspect ratio from predefined options; selected option is applied to the request,High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-06,CH-PROMPT-08,User can select size/aspect ratio from predefined options; selected option is applied to the request,High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-06,CH-PROMPT-08,User can select size/aspect ratio from predefined options; selected option is applied to the request,High,Safari,Mobile web iOS,PASSED,,
RQ-PROMPT-07,CH-PROMPT-09,"For Video type, duration control shows fixed values (e.g. 4/8/12 seconds) and selected value is stored",Medium,Chrome,Desktop Windows 10/11,SKIPPED,,Video duration tests planned for next cycle
RQ-PROMPT-07,CH-PROMPT-09,"For Video type, duration control shows fixed values (e.g. 4/8/12 seconds) and selected value is stored",Medium,Safari,Desktop macOS,SKIPPED,,Video duration tests planned for next cycle
RQ-PROMPT-08,CH-PROMPT-10,User can choose number of variants (1–4); values outside range are not allowed,Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-08,CH-PROMPT-10,User can choose number of variants (1–4); values outside range are not allowed,Medium,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-09,CH-PROMPT-11,Seed control: user can choose between fixed and random seed; fixed seed value is stored with the prompt,Low,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-09,CH-PROMPT-11,Seed control: user can choose between fixed and random seed; fixed seed value is stored with the prompt,Low,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-10,CH-PROMPT-12,Prompt templates (presets): selecting a preset fills prompt fields according to template,Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-10,CH-PROMPT-12,Prompt templates (presets): selecting a preset fills prompt fields according to template,Medium,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-10,CH-PROMPT-12,Prompt templates (presets): selecting a preset fills prompt fields according to template,Medium,Chrome,Mobile web Android,FAILED,BUG-PROMPT-001,Some fields not updated when switching presets
RQ-PROMPT-11,CH-PROMPT-13,"Prompt history: last prompts are shown in history list, user can reopen and reuse them",Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-11,CH-PROMPT-13,"Prompt history: last prompts are shown in history list, user can reopen and reuse them",Medium,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-11,CH-PROMPT-13,"Prompt history: last prompts are shown in history list, user can reopen and reuse them",Medium,Chrome,Mobile web Android,SKIPPED,,History not enabled on mobile web yet
RQ-PROMPT-12,CH-PROMPT-14,"Submit prompt: clicking Generate sends request, user is navigated to generation/queue view without errors",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-12,CH-PROMPT-14,"Submit prompt: clicking Generate sends request, user is navigated to generation/queue view without errors",High,Firefox,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-12,CH-PROMPT-14,"Submit prompt: clicking Generate sends request, user is navigated to generation/queue view without errors",High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-12,CH-PROMPT-14,"Submit prompt: clicking Generate sends request, user is navigated to generation/queue view without errors",High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-12,CH-PROMPT-14,"Submit prompt: clicking Generate sends request, user is navigated to generation/queue view without errors",High,Safari,Mobile web iOS,PASSED,,
RQ-PROMPT-13,CH-PROMPT-15,"Error handling: if backend returns validation error for prompt, message from server is shown clearly",High,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-13,CH-PROMPT-15,"Error handling: if backend returns validation error for prompt, message from server is shown clearly",High,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-13,CH-PROMPT-15,"Error handling: if backend returns validation error for prompt, message from server is shown clearly",High,Chrome,Mobile web Android,PASSED,,
RQ-PROMPT-14,CH-PROMPT-16,"Prompt form respects user default generation settings from profile (type, size, style preselected)",Medium,Chrome,Desktop Windows 10/11,PASSED,,
RQ-PROMPT-14,CH-PROMPT-16,"Prompt form respects user default generation settings from profile (type, size, style preselected)",Medium,Safari,Desktop macOS,PASSED,,
RQ-PROMPT-14,CH-PROMPT-16,"Prompt form respects user default generation settings from profile (type, size, style preselected)",Medium,Chrome,Mobile web Android,PASSED,,
